2.000000000000000000e+00 9.944579999999999700e+02 9.889591927999999607e+05 -5.967407599999999547e+03
2.100000000000000089e+00 9.925720000000000027e+02 9.852155888000000268e+05 -5.944465199999999641e+03
2.200000000000000178e+00 9.900639999999999645e+02 9.802495592000000179e+05 -5.942109999999999673e+03
2.300000000000000266e+00 9.872702000000000453e+02 9.747322099999999627e+05 -5.838286000000000058e+03
2.400000000000000355e+00 9.837480000000000473e+02 9.677996128000000026e+05 -5.822414399999999659e+03
2.500000000000000444e+00 9.794285999999999603e+02 9.593331700000000419e+05 -5.730471599999999853e+03
2.600000000000000533e+00 9.746775999999999840e+02 9.500638760000000475e+05 -5.744317600000000311e+03
2.700000000000000622e+00 9.688931999999999789e+02 9.388409520000000484e+05 -5.721118800000000192e+03
2.800000000000000711e+00 9.626036000000000286e+02 9.267090600000000559e+05 -5.587810400000000300e+03
2.900000000000000799e+00 9.546218000000000075e+02 9.114378636000000406e+05 -5.566366399999999885e+03
3.000000000000000888e+00 9.460080000000000382e+02 8.951021152000000002e+05 -5.525986399999999776e+03
3.100000000000000977e+00 9.364657999999999447e+02 8.771833100000000559e+05 -5.354345599999999649e+03
3.200000000000001066e+00 9.245471999999999753e+02 8.550490455999999540e+05 -5.288662400000000162e+03
3.300000000000001155e+00 9.115986000000000331e+02 8.313469699999999721e+05 -4.983040799999999763e+03
3.400000000000001243e+00 8.984768000000000256e+02 8.076717543999999762e+05 -4.946032000000000153e+03
3.500000000000001332e+00 8.810216000000000349e+02 7.767251800000000512e+05 -4.844713600000000042e+03
3.600000000000001421e+00 8.628572000000000344e+02 7.451763760000000475e+05 -4.619301199999999881e+03
3.700000000000001510e+00 8.386557999999999993e+02 7.041762227999999886e+05 -4.644903199999999742e+03
3.800000000000001599e+00 8.161983999999999924e+02 6.672476543999999994e+05 -4.276564400000000205e+03
3.900000000000001688e+00 7.857984000000000151e+02 6.189083135999999940e+05 -4.289834799999999632e+03
4.000000000000001776e+00 7.513355999999999995e+02 5.666078536000000313e+05 -3.769928800000000138e+03
4.100000000000001421e+00 7.118854000000000042e+02 5.095916804000000120e+05 -3.705411200000000008e+03
4.200000000000001954e+00 6.586517999999999802e+02 4.382574612000000197e+05 -3.582686799999999948e+03
4.300000000000002487e+00 -5.829968000000000075e+02 3.486225016000000178e+05 -3.466782799999999952e+03
4.400000000000002132e+00 4.640979999999999706e+01 2.416175956000000006e+05 -2.672666000000000167e+03
4.500000000000001776e+00 4.824479999999999791e+01 1.480130840000000026e+05 -2.516794800000000123e+03
4.600000000000002309e+00 3.999459999999999837e+01 7.939728200000000652e+04 -1.835199599999999919e+03
4.700000000000002842e+00 3.836599999999999966e+01 5.236422800000000279e+04 -1.915944799999999987e+03
4.800000000000002487e+00 1.654860000000000042e+01 3.350529159999999683e+04 -1.644458399999999983e+03
4.900000000000002132e+00 1.662559999999999860e+01 2.529905280000000130e+04 -1.658907200000000103e+03
5.000000000000002665e+00 -1.686360000000000170e+01 2.167326399999999921e+04 -1.433579999999999927e+03
5.100000000000003197e+00 2.457199999999999829e+00 1.521316640000000007e+04 -1.529160800000000108e+03
5.200000000000002842e+00 1.277420000000000044e+01 1.463501640000000043e+04 -1.433630400000000009e+03
5.300000000000002487e+00 -1.572400000000000020e+00 1.154106240000000071e+04 -1.402774799999999914e+03
5.400000000000003020e+00 1.809399999999999897e+00 9.434913200000000870e+03 -1.408970800000000054e+03
5.500000000000003553e+00 9.207999999999999519e-01 9.053825600000000122e+03 -1.614674400000000105e+03
5.600000000000003197e+00 1.300999999999999934e+00 8.566152400000000853e+03 -1.226777599999999893e+03
5.700000000000002842e+00 1.577800000000000091e+00 7.875845199999999750e+03 -1.182984400000000051e+03
5.800000000000003375e+00 1.505400000000000071e+00 6.785449999999999818e+03 -1.179357199999999921e+03
5.900000000000003908e+00 -1.902199999999999891e+00 6.424204399999999623e+03 -1.208735200000000077e+03
