1.500000000000000000e+00 2.466304200000000037e+03 6.082761481999999844e+06 -9.878388800000000629e+03
1.550000000000000044e+00 2.458479800000000068e+03 6.044254398799999617e+06 -9.695466399999999339e+03
1.600000000000000089e+00 2.449375599999999849e+03 5.999610507199999876e+06 -9.725129600000000210e+03
1.650000000000000133e+00 2.437201199999999972e+03 5.940188072800000198e+06 -9.576180399999999281e+03
1.700000000000000178e+00 2.425588000000000193e+03 5.883757454400000162e+06 -9.486276799999999639e+03
1.750000000000000222e+00 2.409905200000000150e+03 5.808020844800000079e+06 -9.486387199999999211e+03
1.800000000000000266e+00 2.391350800000000163e+03 5.719094177600000054e+06 -9.446658400000000256e+03
1.850000000000000311e+00 2.371251999999999953e+03 5.623569741600000300e+06 -9.346324000000000524e+03
1.900000000000000355e+00 2.347121000000000095e+03 5.509841077999999747e+06 -9.069269200000000637e+03
1.950000000000000400e+00 2.316835199999999986e+03 5.369217022400000133e+06 -9.019468399999999747e+03
2.000000000000000444e+00 2.277320000000000164e+03 5.188017283200000413e+06 -8.741995600000000195e+03
2.050000000000000711e+00 2.228920799999999872e+03 4.971828744800000452e+06 -8.694804000000000087e+03
2.100000000000000533e+00 2.178318400000000111e+03 4.749834618400000036e+06 -8.598406800000000658e+03
2.150000000000000355e+00 2.102793000000000120e+03 4.428457182000000030e+06 -8.272047599999999875e+03
2.200000000000000622e+00 1.960333000000000084e+03 3.864066806799999904e+06 -7.779949200000000019e+03
2.250000000000000888e+00 1.835035599999999931e+03 3.392488135199999902e+06 -7.649300000000000182e+03
2.300000000000000711e+00 1.542827600000000075e+03 2.449538132799999788e+06 -7.198084399999999732e+03
2.350000000000000533e+00 -2.632418000000000120e+02 5.925167356000000145e+05 -6.724813199999999597e+03
2.400000000000000799e+00 1.350939999999999941e+01 3.506215076000000117e+05 -6.167595999999999549e+03
2.450000000000001066e+00 5.765220000000000056e+01 3.214981931999999797e+05 -6.106255199999999604e+03
2.500000000000000888e+00 5.023479999999999990e+01 1.338135576000000001e+05 -5.609408000000000357e+03
2.550000000000000711e+00 7.905700000000000216e+01 9.196737320000000182e+04 -5.436340400000000045e+03
2.600000000000000977e+00 9.506820000000000448e+01 9.164132919999999285e+04 -5.289818000000000211e+03
2.650000000000001243e+00 2.628780000000000072e+01 9.264372599999999511e+04 -5.122826399999999921e+03
2.700000000000001066e+00 -3.845400000000000151e+00 4.566443080000000191e+04 -4.936065200000000004e+03
2.750000000000000888e+00 -5.331900000000000261e+01 5.353979800000000250e+04 -4.776589600000000246e+03
2.800000000000001155e+00 5.819999999999999618e-01 4.390599519999999757e+04 -4.726240799999999581e+03
2.850000000000001421e+00 -3.759660000000000224e+01 3.631749319999999716e+04 -4.421069199999999910e+03
2.900000000000001243e+00 -1.996160000000000068e+01 4.344942960000000312e+04 -4.333460399999999936e+03
2.950000000000001066e+00 6.404399999999999871e+00 3.196319519999999829e+04 -4.207733599999999569e+03
